frame_idx,timestamp_ms,bone_name,start_joint,end_joint,confidence,human_delta_deg,applied_angle_deg,target_x,target_y,target_z
130,4333.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4243,125.2672,125.2672,-0.38662,-0.84151,0.37734
130,4333.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.221,31.3955,31.3955,-0.30182,0.93678,0.17706
130,4333.0,leg_joint_L_1,left_hip,left_knee,0.4521,45.5455,45.5455,-0.71855,-0.67011,-0.18609
130,4333.0,leg_joint_L_2,left_knee,left_ankle,0.4521,117.6928,117.6928,-0.37479,-0.90459,-0.20308
130,4333.0,leg_joint_R_1,right_hip,right_knee,0.4272,66.8026,66.8026,-0.5323,-0.80834,-0.25147
130,4333.0,leg_joint_R_2,right_knee,right_ankle,0.4272,117.3603,117.3603,-0.45313,-0.86874,-0.19991
130,4333.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9951,106.6839,106.6839,0.4753,0.77913,0.4087
135,4500.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.3669,115.0971,115.0971,0.22624,-0.9191,0.32259
135,4500.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.2102,79.7317,79.7317,-0.8084,0.00487,-0.58862
135,4500.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4362,123.0949,123.0949,0.01885,-0.84678,0.53161
135,4500.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.2485,31.3955,31.3955,-0.30182,0.93678,0.17706
135,4500.0,leg_joint_L_1,left_hip,left_knee,0.5072,38.8633,38.8633,-0.60586,-0.7652,-0.21774
135,4500.0,leg_joint_L_2,left_knee,left_ankle,0.5072,118.6138,118.6138,-0.22981,-0.94717,-0.22374
135,4500.0,leg_joint_R_1,right_hip,right_knee,0.444,66.1695,66.1695,-0.4885,-0.84324,-0.22429
135,4500.0,leg_joint_R_2,right_knee,right_ankle,0.444,126.8625,126.8625,-0.02911,-0.98403,-0.17558
135,4500.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9959,112.6551,112.6551,0.30031,0.89614,0.32673
140,4666.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.3811,111.4824,111.4824,0.27901,-0.8945,0.34933
140,4666.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.2803,79.7317,79.7317,-0.8084,0.00487,-0.58862
140,4666.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4928,115.6269,115.6269,0.23203,-0.74712,0.62288
140,4666.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.361,31.3955,31.3955,-0.30182,0.93678,0.17706
140,4666.0,leg_joint_L_1,left_hip,left_knee,0.6809,25.9741,25.9741,-0.41354,-0.84193,-0.3466
140,4666.0,leg_joint_L_2,left_knee,left_ankle,0.6809,123.1075,123.1075,0.12758,-0.97846,-0.16228
140,4666.0,leg_joint_R_1,right_hip,right_knee,0.6082,46.6158,46.6158,-0.30982,-0.79226,-0.52568
140,4666.0,leg_joint_R_2,right_knee,right_ankle,0.5556,139.5298,139.5298,0.00767,-0.99911,0.04154
140,4666.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9967,118.5474,118.5474,0.18465,0.95748,0.22168
145,4833.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.6163,111.5567,111.5567,0.31546,-0.89959,0.30204
145,4833.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.557,120.3933,120.3933,-0.50176,-0.61881,-0.60442
145,4833.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4089,110.9733,110.9733,0.48188,-0.63613,0.6026
145,4833.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.3308,31.3955,31.3955,-0.30182,0.93678,0.17706
145,4833.0,leg_joint_L_1,left_hip,left_knee,0.7775,15.0536,15.0536,-0.02082,-0.8831,-0.46872
145,4833.0,leg_joint_L_2,left_knee,left_ankle,0.7528,126.3759,126.3759,0.35558,-0.93291,-0.05703
145,4833.0,leg_joint_R_1,right_hip,right_knee,0.7431,31.9279,31.9279,-0.18183,-0.5829,-0.79194
145,4833.0,leg_joint_R_2,right_knee,right_ankle,0.6921,133.2299,133.2299,0.36803,-0.92876,-0.04418
145,4833.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9979,121.1213,121.1213,0.01448,0.9889,0.14791
150,5000.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.7667,98.8229,98.8229,0.53389,-0.78359,0.31773
150,5000.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.6951,126.007,126.007,-0.33955,-0.64514,-0.68447
150,5000.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4414,105.1586,105.1586,0.69529,-0.48138,0.53371
150,5000.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.4182,31.3955,31.3955,-0.30182,0.93678,0.17706
150,5000.0,leg_joint_L_1,left_hip,left_knee,0.857,45.8357,45.8357,0.62884,-0.62577,-0.46149
150,5000.0,leg_joint_L_2,left_knee,left_ankle,0.8491,118.8042,118.8042,0.74592,-0.66494,0.03809
150,5000.0,leg_joint_R_1,right_hip,right_knee,0.7806,22.0935,22.0935,-0.01878,-0.54046,-0.84116
150,5000.0,leg_joint_R_2,right_knee,right_ankle,0.7466,129.7238,129.7238,0.55269,-0.83272,-0.03328
150,5000.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9986,114.5911,114.5911,-0.22106,0.95676,0.18905
155,5166.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.8499,77.8599,77.8599,0.83628,-0.4864,0.25308
155,5166.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.7878,116.6715,116.6715,-0.36549,-0.49443,-0.78864
155,5166.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.4699,112.6503,112.6503,0.83778,-0.48034,0.25962
155,5166.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.415,98.2482,98.2482,0.68219,0.14188,0.71728
155,5166.0,leg_joint_L_1,left_hip,left_knee,0.9137,70.4853,70.4853,0.87189,-0.17577,-0.45708
155,5166.0,leg_joint_L_2,left_knee,left_ankle,0.9099,101.0698,101.0698,0.94596,-0.32183,-0.03986
155,5166.0,leg_joint_R_1,right_hip,right_knee,0.8246,13.6391,13.6391,0.18718,-0.34781,-0.91869
155,5166.0,leg_joint_R_2,right_knee,right_ankle,0.8042,123.8843,123.8843,0.69751,-0.71507,-0.04639
155,5166.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.999,108.1858,108.1858,-0.54171,0.83032,0.13081
160,5333.0,Skeleton_arm_joint_L__4_,left_shoulder,left_elbow,0.8475,69.3417,69.3417,0.96689,-0.25493,-0.01196
160,5333.0,Skeleton_arm_joint_L__3_,left_elbow,left_wrist,0.8427,94.6554,94.6554,-0.65027,-0.20233,-0.73227
160,5333.0,Skeleton_arm_joint_R,right_shoulder,right_elbow,0.307,100.2736,100.2736,0.95306,-0.21956,0.2085
160,5333.0,Skeleton_arm_joint_R__2_,right_elbow,right_wrist,0.307,98.2482,98.2482,0.68219,0.14188,0.71728
160,5333.0,leg_joint_L_1,left_hip,left_knee,0.9471,74.2188,74.2188,0.82835,0.00815,-0.56016
160,5333.0,leg_joint_L_2,left_knee,left_ankle,0.9459,93.9296,93.9296,0.94541,-0.27896,-0.16845
160,5333.0,leg_joint_R_1,right_hip,right_knee,0.7838,16.5647,16.5647,0.31576,-0.21151,-0.92496
160,5333.0,leg_joint_R_2,right_knee,right_ankle,0.7838,128.3903,128.3903,0.69381,-0.7188,0.04426
160,5333.0,Skeleton_torso_joint_1,__mid_hip__,__mid_sho__,0.9989,106.5697,106.5697,-0.69528,0.71817,0.0286
