frame_idx,timestamp_ms,root_x,root_y,root_z,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
10,333,0.344179,0.523968,-1.1e-05,0.075767,-0.619636,0.160311,0.6671,0.029925,-0.585289,0.3797,0.6109,0.03014,-0.585588,0.379782,0.6261,0.029323,-0.586308,0.379927,0.6076,0.041772,-0.588344,0.379775,0.627,0.04239,-0.588807,0.37884,0.6436,0.041517,-0.590357,0.378724,0.6284,0.020973,-0.543506,0.292239,0.6331,0.082903,-0.607607,0.102256,0.6547,0.022762,-0.529959,0.377638,0.6482,0.070097,-0.559777,0.216001,0.6866,-0.113287,-0.271225,0.203932,0.9965,0.020336,-0.350503,0.222254,0.9986,-0.133622,-0.153643,0.230367,0.157,-0.010994,-0.19874,-0.062183,0.2563,-0.144914,0.070619,0.182013,0.2916,-0.034661,-0.067233,-0.211266,0.2706,-0.080288,0.19545,0.030132,0.3823,-0.031423,-0.020508,-0.22051,0.3349,-0.081627,0.208359,0.05658,0.3726,-0.006324,-0.024877,-0.203115,0.3183,-0.142426,0.088435,0.179117,0.3337,-0.020929,-0.056404,-0.202788,0.2939,-0.033016,0.024709,0.00425,0.9997,0.033006,-0.025155,-0.00243,0.9995,-0.067099,0.261074,0.168996,0.7444,0.119134,0.214189,0.090928,0.8372,-0.061962,0.478462,0.026213,0.9041,0.107269,0.456914,-0.088796,0.9403,-0.054354,0.514253,0.006863,0.9433,0.103906,0.495313,-0.102377,0.9418,-0.052704,0.578601,-0.002315,0.8425,0.128248,0.568661,-0.138407,0.8923
11,366,0.351673,0.525407,-1.4e-05,0.068446,-0.616804,0.15554,0.6782,0.02506,-0.585028,0.366883,0.6239,0.025168,-0.585328,0.366734,0.6385,0.024482,-0.586046,0.367213,0.6207,0.035748,-0.587773,0.366713,0.6394,0.036208,-0.588249,0.365502,0.6555,0.035466,-0.589783,0.365686,0.6408,0.016969,-0.543971,0.28516,0.6453,0.072713,-0.604645,0.102423,0.6662,0.017997,-0.52995,0.364709,0.6599,0.061948,-0.558107,0.209537,0.697,-0.108747,-0.284967,0.197485,0.9967,0.005633,-0.352356,0.216675,0.9986,-0.072232,-0.30027,0.153078,0.1837,-0.102482,-0.202246,0.02651,0.2709,-0.045945,-0.199562,0.084696,0.3129,-0.160833,-0.080856,-0.056322,0.2872,-0.080288,0.19545,0.030132,0.3985,-0.165254,-0.04305,-0.052151,0.3466,-0.081627,0.208359,0.05658,0.3893,-0.153031,-0.045468,-0.046916,0.3309,-0.043076,-0.190314,0.080135,0.3513,-0.153855,-0.071068,-0.05249,0.3084,-0.028696,0.022601,0.003252,0.9997,0.028659,-0.023014,-0.001479,0.9995,-0.063457,0.26195,0.15812,0.7519,0.115624,0.218609,0.090278,0.8342,-0.060618,0.478013,0.020808,0.9061,0.109604,0.456579,-0.078152,0.9348,-0.05467,0.513247,0.002452,0.9443,0.106758,0.494437,-0.090664,0.9358,-0.052513,0.578202,-0.009187,0.8469,0.131054,0.567163,-0.126873,0.8898
12,400,0.359167,0.526846,-1.6e-05,0.061125,-0.613973,0.15077,0.6893,0.020195,-0.584766,0.354065,0.6368,0.020196,-0.585067,0.353687,0.651,0.01964,-0.585783,0.3545,0.6338,0.029723,-0.587202,0.353651,0.6519,0.030026,-0.587691,0.352163,0.6674,0.029415,-0.589209,0.352648,0.6532,0.012966,-0.544435,0.27808,0.6575,0.062523,-0.601684,0.102589,0.6777,0.013232,-0.529941,0.351779,0.6716,0.053798,-0.556438,0.203073,0.7074,-0.104207,-0.29871,0.191038,0.9968,-0.009071,-0.354208,0.211096,0.9986,-0.010842,-0.446896,0.075789,0.2103,-0.193971,-0.205752,0.115202,0.2856,0.053023,-0.469743,-0.01262,0.3341,-0.287006,-0.094478,0.098621,0.3039,-0.080288,0.19545,0.030132,0.4148,-0.299085,-0.065592,0.116209,0.3583,-0.081627,0.208359,0.05658,0.4059,-0.299738,-0.066058,0.109283,0.3435,0.056273,-0.469063,-0.018847,0.369,-0.28678,-0.085732,0.097807,0.3228,-0.024376,0.020492,0.002254,0.9997,0.024312,-0.020872,-0.000529,0.9996,-0.059815,0.262826,0.147243,0.7594,0.112115,0.22303,0.089627,0.8311,-0.059275,0.477565,0.015404,0.908,0.111938,0.456244,-0.067507,0.9293,-0.054985,0.512241,-0.001959,0.9453,0.109609,0.49356,-0.078951,0.9298,-0.052321,0.577803,-0.016059,0.8512,0.133861,0.565665,-0.115338,0.8873
13,433,0.36666,0.528285,-1.9e-05,0.053804,-0.611141,0.145999,0.7004,0.01533,-0.584504,0.341248,0.6498,0.015224,-0.584806,0.340639,0.6634,0.014798,-0.585521,0.341786,0.6468,0.023699,-0.586632,0.340589,0.6643,0.023844,-0.587133,0.338824,0.6792,0.023364,-0.588635,0.339609,0.6656,0.008962,-0.5449,0.271001,0.6697,0.052333,-0.598722,0.102756,0.6892,0.008466,-0.529931,0.33885,0.6833,0.045649,-0.554769,0.19661,0.7178,-0.099668,-0.312452,0.184591,0.9969,-0.023775,-0.356061,0.205517,0.9987,0.050548,-0.593522,-0.001501,0.237,-0.28546,-0.209258,0.203895,0.3002,0.151992,-0.739924,-0.109936,0.3554,-0.413178,-0.108101,0.253565,0.3205,-0.080288,0.19545,0.030132,0.431,-0.432916,-0.088134,0.284568,0.37,-0.081627,0.208359,0.05658,0.4225,-0.446445,-0.086649,0.265482,0.3561,0.155623,-0.747811,-0.117829,0.3867,-0.419706,-0.100395,0.248104,0.3373,-0.020056,0.018384,0.001256,0.9997,0.019965,-0.018731,0.000422,0.9996,-0.056174,0.263703,0.136367,0.767,0.108605,0.22745,0.088976,0.828,-0.057932,0.477116,0.01,0.91,0.114272,0.455909,-0.056862,0.9237,-0.055301,0.511235,-0.00637,0.9463,0.112461,0.492684,-0.067238,0.9238,-0.052129,0.577404,-0.02293,0.8556,0.136667,0.564167,-0.103803,0.8849
14,466,0.350384,0.518216,-3.7e-05,0.049969,-0.598104,0.149705,0.7303,0.014561,-0.575998,0.335575,0.6847,0.014432,-0.576163,0.334989,0.697,0.014019,-0.577053,0.336234,0.6821,0.020681,-0.577121,0.334406,0.6978,0.020773,-0.577483,0.332598,0.7113,0.020334,-0.579112,0.333507,0.699,0.009356,-0.539252,0.2749,0.7027,0.040879,-0.586364,0.114091,0.7203,0.007826,-0.521744,0.332846,0.7147,0.039887,-0.543509,0.198334,0.7459,-0.085135,-0.318195,0.196597,0.9972,-0.035974,-0.347755,0.208573,0.9988,0.144855,-0.497999,0.36526,0.2962,-0.254366,-0.156441,0.274798,0.3412,0.294283,-0.653365,0.326033,0.4145,-0.406422,-0.067861,0.329134,0.3688,-0.080288,0.19545,0.030132,0.4809,-0.431302,-0.043988,0.347115,0.4092,-0.081627,0.208359,0.05658,0.473,-0.44927,-0.044287,0.335107,0.3981,0.297875,-0.660168,0.315233,0.4414,-0.409926,-0.063904,0.325905,0.3808,-0.011336,0.016114,0.004735,0.9997,0.01122,-0.016388,-0.003106,0.9996,-0.036867,0.267507,0.121407,0.7763,0.104775,0.224299,0.070811,0.8432,-0.046639,0.485524,0.001924,0.907,0.109002,0.456554,-0.068353,0.9291,-0.044849,0.519762,-0.013697,0.943,0.107214,0.49327,-0.078286,0.9253,-0.04063,0.585769,-0.034734,0.8615,0.134042,0.564205,-0.118145,0.894
15,500,0.346002,0.519008,-5.1e-05,0.052452,-0.584731,0.159392,0.7566,0.018953,-0.566921,0.333942,0.7153,0.01889,-0.566945,0.333455,0.7265,0.018398,-0.56799,0.334707,0.713,0.025128,-0.567624,0.331498,0.7274,0.025316,-0.567863,0.329735,0.7396,0.024821,-0.569598,0.330677,0.7285,0.010193,-0.533615,0.278242,0.731,0.040312,-0.576313,0.123331,0.7468,0.01104,-0.513444,0.331001,0.7421,0.041294,-0.533064,0.203279,0.7704,-0.081171,-0.320516,0.206202,0.9974,-0.034324,-0.344199,0.203969,0.9989,-0.207103,-0.28437,0.330944,0.3392,-0.037951,-0.247724,0.140412,0.4019,-0.294357,-0.206321,0.329561,0.4366,-0.117517,-0.154668,0.276885,0.4262,-0.080288,0.19545,0.030132,0.4948,-0.124078,-0.113819,0.320834,0.4618,-0.081627,0.208359,0.05658,0.4841,-0.13532,-0.090207,0.277925,0.4519,-0.300122,-0.196841,0.335303,0.4477,-0.121036,-0.139,0.298564,0.4334,-0.004751,0.016043,0.011739,0.9998,0.004536,-0.016271,-0.010161,0.9996,-0.022733,0.27256,0.119903,0.7886,0.109361,0.219327,0.049324,0.8586,-0.040985,0.492972,0.015721,0.9034,0.119294,0.45801,-0.087414,0.9357,-0.040684,0.527432,0.002183,0.9373,0.118508,0.496049,-0.096903,0.9318,-0.033995,0.592583,-0.018292,0.8658,0.152593,0.564661,-0.139131,0.904
16,533,0.345657,0.519974,1e-06,0.058275,-0.566916,0.145333,0.781,0.027565,-0.553717,0.308327,0.7437,0.027632,-0.553574,0.307627,0.7538,0.027009,-0.554812,0.30926,0.7417,0.03276,-0.553419,0.303954,0.7547,0.033087,-0.553481,0.301876,0.7656,0.032503,-0.555357,0.303203,0.7557,0.017037,-0.527056,0.261104,0.7579,0.041582,-0.563644,0.108576,0.7722,0.018027,-0.502535,0.306292,0.7679,0.045208,-0.519351,0.185223,0.7934,-0.063575,-0.325049,0.194869,0.9977,-0.038599,-0.341614,0.174356,0.999,0.179477,-0.469258,0.131361,0.3879,-0.196542,-0.157471,-0.116399,0.4559,0.288147,-0.639772,0.136313,0.479,-0.350302,-0.041121,-0.097452,0.474,-0.008009,0.035774,0.050784,0.5257,-0.381636,0.001947,-0.07385,0.5032,-0.010043,0.041086,0.071594,0.5161,-0.390482,0.009079,-0.096578,0.4953,0.287416,-0.648634,0.128325,0.482,-0.354293,-0.027873,-0.100145,0.4756,0.00212,0.015786,0.018258,0.9998,-0.002385,-0.015985,-0.016733,0.9997,-0.007517,0.275314,0.12163,0.7916,0.112643,0.216485,0.027328,0.8723,-0.035929,0.494379,0.036106,0.8985,0.131174,0.460809,-0.101103,0.9419,-0.036682,0.528426,0.025197,0.9287,0.131583,0.499976,-0.110082,0.9376,-0.02827,0.593088,0.003864,0.8702,0.16936,0.564552,-0.155597,0.9134
17,566,0.350646,0.522506,-1.5e-05,0.074446,-0.551093,0.129437,0.8009,0.045519,-0.544351,0.280413,0.7679,0.04578,-0.544144,0.279532,0.7763,0.044938,-0.545455,0.281454,0.7661,0.050335,-0.543343,0.273385,0.7778,0.050909,-0.54328,0.271007,0.7875,0.050129,-0.545241,0.272655,0.7789,0.029092,-0.526783,0.242291,0.78,0.05036,-0.558941,0.089305,0.7936,0.033661,-0.495485,0.279574,0.7877,0.058607,-0.510025,0.164496,0.8109,-0.048179,-0.334167,0.185992,0.9973,-0.030498,-0.350546,0.136531,0.9991,0.088727,-0.303678,0.171138,0.3502,0.160507,-0.515066,-0.323848,0.5096,0.168753,-0.171807,0.172533,0.4321,0.30928,-0.654433,-0.345911,0.5248,-0.008009,0.035774,0.050784,0.4748,-0.342295,-0.033448,-0.089759,0.5494,-0.010043,0.041086,0.071594,0.4662,0.360112,-0.696605,-0.366032,0.5419,0.166282,-0.162987,0.161914,0.4357,0.320698,-0.665984,-0.341548,0.52,0.007652,0.014756,0.025256,0.9997,-0.007937,-0.014954,-0.023768,0.9996,0.007205,0.278805,0.1223,0.7896,0.110482,0.220648,0.01133,0.8833,-0.027593,0.508801,0.046235,0.8984,0.124091,0.478049,-0.113707,0.9466,-0.028837,0.544188,0.03727,0.9243,0.124072,0.517986,-0.121621,0.9391,-0.014654,0.608189,0.023078,0.8768,0.166312,0.580222,-0.164978,0.9209
18,600,0.351003,0.526601,1e-05,0.091879,-0.537706,0.106811,0.8208,0.06493,-0.535987,0.245339,0.791,0.065379,-0.535745,0.244278,0.7986,0.064355,-0.537095,0.246459,0.7894,0.068962,-0.534371,0.235811,0.8,0.06978,-0.534243,0.233154,0.8087,0.068853,-0.536243,0.2351,0.8009,0.044651,-0.526085,0.217501,0.8019,0.061036,-0.554088,0.064569,0.8142,0.051647,-0.488896,0.246141,0.8089,0.073789,-0.501233,0.137376,0.8298,-0.024499,-0.346681,0.170222,0.9975,-0.021642,-0.35851,0.094409,0.999,0.239034,-0.552543,0.072462,0.3384,0.162705,-0.514892,-0.327957,0.557,0.356767,-0.716268,-0.012207,0.4517,0.311507,-0.656659,-0.352367,0.5701,-0.008009,0.035774,0.050784,0.4976,-0.297269,-0.075527,-0.11446,0.5916,-0.010043,0.041086,0.071594,0.4909,0.361067,-0.699337,-0.37306,0.5846,0.361886,-0.720218,-0.027293,0.4634,0.322806,-0.668349,-0.348102,0.5622,0.013098,0.013688,0.031623,0.9997,-0.013386,-0.013886,-0.030143,0.9997,0.01222,0.286208,0.119992,0.8067,0.108428,0.219737,-0.005031,0.8939,-0.035486,0.523344,0.056293,0.9066,0.133709,0.487409,-0.116621,0.9516,-0.038172,0.559342,0.049165,0.9298,0.135351,0.527344,-0.122572,0.9444,-0.022164,0.624859,0.032204,0.8867,0.181035,0.586254,-0.170516,0.9284
19,633,0.351634,0.529461,2.5e-05,0.113236,-0.53554,0.096234,0.8387,0.087326,-0.537729,0.223165,0.8119,0.087954,-0.537551,0.222092,0.8187,0.086768,-0.538836,0.224335,0.8105,0.090454,-0.535833,0.212406,0.82,0.09152,-0.535783,0.209701,0.8278,0.090467,-0.537718,0.211745,0.8208,0.0618,-0.531486,0.196247,0.8217,0.073533,-0.555975,0.053141,0.8328,0.073287,-0.490447,0.224707,0.828,0.092783,-0.501208,0.123033,0.8468,-0.002524,-0.358792,0.171682,0.9976,-0.007555,-0.370363,0.072125,0.9991,0.221602,-0.561825,0.410486,0.3153,0.164931,-0.518456,-0.320274,0.5983,0.298146,-0.690387,0.577479,0.4266,0.308349,-0.661134,-0.346829,0.608,-0.008009,0.035774,0.050784,0.4694,-0.259652,-0.11992,-0.123823,0.6255,-0.010043,0.041086,0.071594,0.4633,0.354947,-0.701783,-0.366685,0.6185,0.299478,-0.690617,0.579563,0.4408,0.31903,-0.672171,-0.342983,0.5959,0.017441,0.013874,0.037802,0.9998,-0.017733,-0.014084,-0.036318,0.9997,0.015311,0.294458,0.11449,0.8208,0.109696,0.215782,-0.026736,0.9041,-0.046397,0.537199,0.063262,0.9138,0.143676,0.490818,-0.130664,0.9563,-0.050566,0.573693,0.057271,0.9336,0.146617,0.530978,-0.136022,0.9494,-0.031112,0.640506,0.038763,0.896,0.196419,0.588079,-0.18712,0.9353
20,666,0.354744,0.531435,3.1e-05,0.134695,-0.536911,0.083661,0.8549,0.109443,-0.542275,0.200461,0.8307,0.110239,-0.54218,0.199397,0.8368,0.108933,-0.543375,0.201669,0.8294,0.11116,-0.540307,0.187869,0.838,0.112408,-0.540349,0.185129,0.845,0.111295,-0.5422,0.187256,0.8388,0.078696,-0.536992,0.182516,0.8395,0.084169,-0.558756,0.042237,0.8495,0.095194,-0.494092,0.203115,0.8452,0.111519,-0.503632,0.107533,0.8621,0.020743,-0.365343,0.17243,0.9978,0.002809,-0.383205,0.051431,0.9992,0.192852,-0.241332,0.31826,0.2998,0.164178,-0.52789,-0.318569,0.6383,0.280851,-0.054486,0.347924,0.3997,0.297726,-0.66346,-0.347886,0.6407,-0.008009,0.035774,0.050784,0.4384,-0.231332,-0.15895,-0.140996,0.6456,-0.010043,0.041086,0.071594,0.4347,0.342144,-0.698777,-0.366334,0.6371,0.282308,-0.032828,0.336627,0.4157,0.308415,-0.672761,-0.343942,0.616,0.021144,0.014528,0.044117,0.9998,-0.021429,-0.014756,-0.042636,0.9997,0.01669,0.303911,0.109349,0.837,0.117982,0.211755,-0.043056,0.9136,-0.05943,0.547851,0.068682,0.9212,0.154238,0.494314,-0.138435,0.9606,-0.065077,0.584456,0.063472,0.9376,0.157807,0.535038,-0.143405,0.9543,-0.043052,0.65226,0.04173,0.9055,0.211385,0.589856,-0.198041,0.9417
21,700,0.362545,0.533777,2e-06,0.152908,-0.540581,0.062996,0.8694,0.128361,-0.54919,0.170434,0.8477,0.129276,-0.549178,0.169397,0.8532,0.127906,-0.55029,0.171688,0.8465,0.128004,-0.54727,0.156019,0.8542,0.129364,-0.547399,0.153247,0.8605,0.128251,-0.549174,0.155485,0.8549,0.094249,-0.544738,0.16669,0.8556,0.091267,-0.56399,0.027049,0.8646,0.114849,-0.499627,0.174443,0.8607,0.127029,-0.508096,0.084942,0.8759,0.044351,-0.371703,0.169532,0.998,0.009599,-0.395588,0.028365,0.9993,0.228169,-0.255344,0.275273,0.3494,0.141617,-0.528367,-0.320182,0.6741,0.432729,-0.165407,0.291535,0.4574,0.267999,-0.655781,-0.362123,0.6759,-0.008009,0.035774,0.050784,0.4908,-0.222383,-0.188269,-0.173635,0.6795,-0.010043,0.041086,0.071594,0.4879,0.312265,-0.687077,-0.380691,0.6718,0.452976,-0.157522,0.280931,0.4702,0.280149,-0.66418,-0.358165,0.6523,0.024461,0.015199,0.049982,0.9998,-0.024728,-0.01545,-0.04851,0.9998,0.01089,0.313068,0.106337,0.852,0.124441,0.209541,-0.048822,0.9219,-0.08274,0.555109,0.078034,0.9283,0.163784,0.50377,-0.127252,0.9645,-0.090234,0.59103,0.073934,0.943,0.168038,0.545324,-0.13147,0.9586,-0.066457,0.661471,0.048003,0.9141,0.224148,0.596796,-0.18968,0.9474
22,733,0.370602,0.53431,-2.3e-05,0.165925,-0.543932,0.03208,0.8824,0.14253,-0.555388,0.130208,0.8629,0.143484,-0.555428,0.129173,0.8678,0.14212,-0.55647,0.131486,0.8618,0.141619,-0.553817,0.11493,0.8688,0.143022,-0.554035,0.112091,0.8745,0.141891,-0.555704,0.11443,0.8694,0.108164,-0.551303,0.143302,0.87,0.095652,-0.56956,0.00783,0.8781,0.129248,-0.504736,0.135889,0.8746,0.138803,-0.512623,0.053681,0.8883,0.069451,-0.377741,0.156347,0.9982,0.008186,-0.40607,0.006254,0.9993,0.357014,-0.30199,-0.004854,0.4087,0.111886,-0.522054,-0.315532,0.706,0.512027,-0.34701,-0.196875,0.5097,0.216184,-0.631124,-0.363767,0.7061,0.096744,-0.041655,-0.002506,0.5379,-0.236111,-0.198416,-0.192341,0.707,0.095409,-0.041673,0.013793,0.5355,0.254896,-0.65739,-0.3829,0.7004,0.516966,-0.361767,-0.205968,0.5188,0.229424,-0.638763,-0.360626,0.6822,0.029889,0.016052,0.055018,0.9998,-0.030148,-0.016311,-0.053542,0.9998,0.006885,0.321535,0.104107,0.8617,0.12772,0.213508,-0.063712,0.9291,-0.104421,0.55028,0.103222,0.9334,0.163445,0.511992,-0.119619,0.9679,-0.114173,0.584711,0.101903,0.9454,0.167288,0.553866,-0.122652,0.9621,-0.092281,0.660774,0.071871,0.9209,0.222075,0.608,-0.184677,0.9525
23,766,0.37636,0.533003,-0.000263,0.175204,-0.54454,-0.021589,0.8942,0.15376,-0.559123,0.066068,0.8766,0.154724,-0.559213,0.06501,0.8811,0.153417,-0.560241,0.067457,0.8757,0.149411,-0.558403,0.049828,0.8819,0.150866,-0.558688,0.046878,0.887,0.149796,-0.560293,0.049429,0.8825,0.118564,-0.554678,0.095124,0.883,0.094603,-0.573314,-0.035578,0.8903,0.142244,-0.506755,0.07434,0.8871,0.145657,-0.514421,-0.00091,0.8995,0.089341,-0.383654,0.118063,0.9984,0.002044,-0.405604,-0.037744,0.9994,0.333447,-0.516612,-0.02288,0.4596,0.080464,-0.498983,-0.315738,0.7351,0.511063,-0.363016,-0.184818,0.5558,0.159145,-0.585632,-0.360102,0.7347,0.125343,-0.078877,-0.004679,0.5792,-0.253563,-0.186251,-0.203821,0.7345,0.124355,-0.07925,0.010229,0.5773,0.190809,-0.605105,-0.378814,0.7287,0.51606,-0.377266,-0.19374,0.5621,0.172767,-0.592984,-0.357786,0.7117,0.036323,0.016965,0.056574,0.9998,-0.036599,-0.017256,-0.055127,0.9998,0.010042,0.33138,0.105159,0.873,0.111829,0.225396,-0.056078,0.9353,-0.10446,0.548309,0.143174,0.9377,0.120572,0.507376,-0.074386,0.9705,-0.114502,0.581776,0.145723,0.9438,0.121834,0.547005,-0.074037,0.9625,-0.095662,0.661056,0.112373,0.9269,0.167668,0.609049,-0.134522,0.9565
24,800,0.38238,0.532822,-0.000157,0.175257,-0.538983,-0.077774,0.9048,0.15659,-0.556525,-0.000664,0.889,0.157514,-0.556618,-0.001678,0.8929,0.156344,-0.557641,0.000855,0.8881,0.148796,-0.55595,-0.0166,0.8937,0.150228,-0.556294,-0.019684,0.8983,0.149255,-0.557857,-0.016965,0.8942,0.127865,-0.553631,0.043052,0.8947,0.088826,-0.570591,-0.07884,0.9013,0.14745,-0.503854,0.010752,0.8984,0.144749,-0.510782,-0.056714,0.9095,0.106657,-0.389469,0.07122,0.9985,-0.007492,-0.401349,-0.072266,0.9995,0.340814,-0.595262,-0.263233,0.5126,0.049104,-0.470406,-0.297779,0.7548,0.507266,-0.391366,-0.195352,0.5983,0.105767,-0.530508,-0.316043,0.7518,0.152052,-0.133414,-0.031551,0.6176,-0.264818,-0.166838,-0.168189,0.7477,0.149697,-0.134981,-0.018182,0.616,0.131152,-0.541967,-0.328525,0.7422,0.511351,-0.405664,-0.204262,0.6005,0.119449,-0.537682,-0.314792,0.7263,0.043612,0.017779,0.053865,0.9998,-0.043902,-0.018097,-0.052517,0.9998,0.012804,0.340534,0.102513,0.8826,0.099706,0.234917,-0.054072,0.9393,-0.115246,0.531783,0.166757,0.9359,0.103244,0.505071,-0.041443,0.9711,-0.126583,0.56296,0.172144,0.9404,0.104311,0.54368,-0.038524,0.9535,-0.11209,0.643801,0.137179,0.9274,0.146619,0.614035,-0.098744,0.9568
25,833,0.38471,0.534058,-3.9e-05,0.167782,-0.536138,-0.114913,0.9142,0.152212,-0.555886,-0.046655,0.8995,0.153078,-0.556006,-0.047628,0.9031,0.152047,-0.557007,-0.045119,0.8986,0.142033,-0.55543,-0.061093,0.9041,0.143405,-0.555845,-0.064103,0.9083,0.142516,-0.557382,-0.061415,0.9046,0.133277,-0.553174,0.006609,0.9038,0.082032,-0.569201,-0.103213,0.911,0.145351,-0.502649,-0.032912,0.9081,0.138268,-0.509194,-0.092147,0.9185,0.120685,-0.396644,0.03616,0.9986,-0.016325,-0.399875,-0.096037,0.9995,0.33765,-0.598137,-0.265571,0.5607,0.022468,-0.448449,-0.277452,0.7754,0.484535,-0.420581,-0.208307,0.6337,0.067133,-0.485272,-0.291493,0.768,0.152143,-0.186613,-0.060816,0.6425,-0.266464,-0.154049,-0.155938,0.7591,0.147876,-0.18846,-0.04755,0.6405,0.090213,-0.490656,-0.30171,0.7551,0.487092,-0.433552,-0.216355,0.6243,0.081761,-0.492291,-0.29135,0.7376,0.050386,0.018725,0.048424,0.9998,-0.050651,-0.019068,-0.047054,0.9998,0.008894,0.347468,0.094025,0.8866,0.079952,0.241309,-0.057855,0.9424,-0.126026,0.51957,0.181037,0.9227,0.083868,0.511241,-0.025384,0.9718,-0.137981,0.548592,0.188605,0.9286,0.085408,0.549828,-0.021528,0.9466,-0.126578,0.628473,0.15068,0.919,0.121247,0.623173,-0.077155,0.9585
26,866,0.391777,0.533436,-2.7e-05,0.159279,-0.533611,-0.135874,0.9199,0.145976,-0.555255,-0.074927,0.9054,0.146772,-0.555399,-0.07576,0.9085,0.145855,-0.556379,-0.073388,0.9044,0.134643,-0.554868,-0.088591,0.9091,0.135939,-0.55534,-0.091412,0.912,0.135103,-0.556852,-0.088843,0.9089,0.134568,-0.553043,-0.017186,0.9093,0.076629,-0.568358,-0.121665,0.913,0.141219,-0.501762,-0.059558,0.9143,0.13164,-0.507925,-0.113735,0.9236,0.131361,-0.402433,0.012307,0.9982,-0.022089,-0.405397,-0.106397,0.9994,0.320778,-0.590935,-0.264615,0.5781,0.009782,-0.44774,-0.261358,0.7546,0.450174,-0.437788,-0.214111,0.6145,0.06038,-0.486834,-0.275193,0.7137,0.1399,-0.228656,-0.078546,0.6109,-0.243337,-0.181104,-0.150247,0.701,0.135905,-0.226142,-0.065828,0.608,0.085307,-0.491577,-0.284187,0.6965,0.453465,-0.448468,-0.221329,0.5895,0.075318,-0.4931,-0.275855,0.6781,0.056549,0.019249,0.043681,0.9997,-0.0568,-0.019642,-0.042313,0.9998,0.006451,0.353153,0.086126,0.8931,0.051972,0.248498,-0.05281,0.9471,-0.11014,0.512718,0.202297,0.879,0.047943,0.521515,-0.007651,0.9725,-0.119948,0.540799,0.213188,0.8756,0.049746,0.560059,-0.003501,0.9299,-0.108016,0.621289,0.177158,0.8833,0.074296,0.635231,-0.061598,0.9583
